Runs Generation Count Mean: 42
Runs Generation Count Mode: 50 occurred (7) time(s)
GEN#	SUB#	μFGEN	FsBestGEN	FsWorstGEN	μTreeSzGEN	μTreeDpGEN	bTreeSzGEN	bTreeDpGEN	wTreeSzGEN	wTreeDpGEN	μFRUN	FsBestRUN	FsWorstRUN	μTreeSzRUN	μTreeDpRUN	bTreeSzRUN	bTreeDpRUN	wTreeSzRUN	wTreeDpRUN
41	0	0.0016	0.00325	0	69.7645	9.7153	71	9	71	10	0.00079	0.00377	0	37.2063	6.81	73	10	15	4
42	0	0.00161	0.00316	0	71.1871	9.7876	66	10	72	10	0.00081	0.00377	0	37.9967	6.8793	72	10	15	4
43	0	0.00164	0.00316	0	72.3	9.8335	59	8	71	9	0.00082	0.00377	0	38.7764	6.9464	68	9	15	4
44	0	0.00166	0.00326	0	73.341	9.8662	61	9	65	10	0.00084	0.00377	0	39.5445	7.0115	72	10	15	4
45	0	0.00167	0.00364	0	74.3708	9.9213	68	9	72	8	0.00087	0.00378	0	40.3015	7.0748	72	10	15	4
46	0	0.00168	0.0038	0	75.3003	9.9371	68	9	79	10	0.00088	0.00384	0	41.0462	7.1357	67	10	15	4
47	0	0.00168	0.0038	0	76.2784	9.9721	74	10	72	9	0.0009	0.00385	0	41.7801	7.1946	67	10	15	4
48	0	0.0017	0.00399	0	77.1385	10.0076	75	10	61	10	0.00091	0.00408	0	42.5017	7.2521	65	10	15	4
49	0	0.00171	0.00391	0	78.2643	10.0559	79	9	87	9	0.00092	0.00414	0	43.217	7.3082	70	10	15	4
50	0	0.00174	0.00406	0	79.0369	10.0992	82	10	91	10	0.00096	0.00417	0	43.9195	7.3627	66	10	15	4
