Timer Name	Value
CPU Time (ns):	47750159070
Wall Time (ms):	15909
CPU Cycles:	61589968152667233
27	0	0.997188	0.9989	0.6235	6.56425	2.24812	32	6	13	3	0.994175	0.9989	0	9.99337	2.89375	32	6	45	5
28	0	0.9967	0.9989	0.498625	6.57362	2.25988	32	6	16	4	0.994287	0.9989	0	9.8755	2.87212	32	6	45	5
29	0	0.997487	0.9989	0.623363	6.61287	2.25813	32	6	18	5	0.994375	0.9989	0	9.76675	2.8515	32	6	45	5
30	0	0.9978	0.9989	0.873025	6.5345	2.25287	33	7	4	1	0.994487	0.9989	0	9.66262	2.83213	33	7	45	5
31	0	0.997513	0.9989	0.623563	6.59612	2.28225	33	7	18	4	0.994587	0.9989	0	9.56663	2.815	33	7	45	5
32	0	0.997475	0.9989	0.6227	6.44688	2.214	33	7	9	3	0.994663	0.9989	0	9.47213	2.79675	33	7	45	5
33	0	0.997638	0.9989	0.87305	6.41575	2.2415	33	7	10	4	0.99475	0.9989	0	9.38225	2.7805	33	7	45	5
34	0	0.997175	0.9989	0.4977	6.3195	2.24287	33	7	10	3	0.994813	0.9989	0	9.29462	2.76525	33	7	45	5
35	0	0.997788	0.9989	0.872563	6.17563	2.21087	34	7	9	3	0.994912	0.9989	0	9.208	2.74975	34	7	45	5
36	0	0.997488	0.9989	0.748237	6.086	2.205	34	7	12	4	0.994962	0.9989	0	9.12363	2.73525	34	7	45	5
37	0	0.997175	0.9989	0.623188	5.97063	2.177	34	7	19	4	0.995037	0.9989	0	9.04075	2.72037	34	7	45	5
38	0	0.997337	0.9989	0.49875	5.909	2.17212	34	7	12	4	0.9951	0.9989	0	8.9605	2.70638	34	7	45	5
39	0	0.997487	0.9989	0.747825	5.82737	2.13837	34	7	16	3	0.995162	0.9989	0	8.88225	2.69212	34	7	45	5
40	0	0.997163	0.9989	0.744738	5.73813	2.09125	34	7	22	5	0.995188	0.9989	0	8.8055	2.67738	34	7	45	5
41	0	0.997025	0.9989	0.497613	5.54675	2.02825	34	7	17	5	0.995263	0.9989	0	8.728	2.66187	34	7	45	5
42	0	0.997488	0.9989	0.622625	5.589	2.04838	34	7	15	5	0.995287	0.9989	0	8.65487	2.64762	34	7	45	5
43	0	0.997175	0.9989	0.623587	5.51812	2.05337	34	7	14	5	0.995325	0.9989	0	8.5835	2.63413	34	7	45	5
44	0	0.997337	0.9989	0.623462	5.45763	2.03638	34	7	11	4	0.995387	0.9989	0	8.51425	2.62075	34	7	45	5
45	0	0.997637	0.9989	0.7482	5.5495	2.02525	34	7	21	5	0.995437	0.9989	0	8.44963	2.608	34	7	45	5
46	0	0.996862	0.9989	0.623487	5.4105	2.00838	34	7	14	6	0.995475	0.9989	0	8.385	2.59525	34	7	45	5
47	0	0.997188	0.9989	0.498138	5.32963	1.9575	34	7	18	5	0.995513	0.9989	0	8.3215	2.582	34	7	45	5
48	0	0.997337	0.9989	0.623663	5.32688	1.96388	31	7	9	3	0.995538	0.9989	0	8.26025	2.56925	31	7	45	5
49	0	0.997025	0.9989	0.498363	5.30813	1.98012	31	7	17	5	0.995575	0.9989	0	8.20125	2.55763	31	7	45	5
50	0	0.996712	0.9989	0.498063	5.19288	1.9395	31	7	16	5	0.995575	0.9989	0	8.14237	2.54563	31	7	45	5
