Run	Remaining Subpopulations
0	10
1	10
2	10
3	10
4	10
5	7
6	7
7	7
8	7
9	7
10	5
11	5
12	5
13	5
14	5
15	3
16	3
17	3
18	3
19	3
20	2
21	2
22	2
23	2
24	2
Timer Name	Value
CPU Time (ns):	94440334074
Wall Time (ms):	4624
CPU Cycles:	77593621758460887
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	4	324472832
2	289	342908928
3	524	351125504
4	763	358256640
5	971	365903872
6	1196	371716096
7	1409	379637760
8	1613	386134016
9	1789	391069696
10	1942	396406784
11	2045	403537920
12	2311	285200384
13	2430	289591296
14	2528	292802560
15	2630	295645184
16	2729	299696128
17	2823	303104000
18	2914	306032640
19	2997	310079488
20	3087	314572800
21	3154	319127552
22	3283	229175296
23	3345	232103936
24	3401	235638784
25	3460	236036096
26	3515	238882816
27	3568	240787456
28	3619	242651136
29	3668	245874688
30	3721	247750656
31	3761	250195968
32	3836	151060480
33	3873	151748608
34	3907	152436736
35	3942	154095616
36	3976	155439104
37	4006	155287552
38	4040	156512256
39	4077	158650368
40	4113	158928896
41	4147	160514048
42	4216	108523520
43	4246	109391872
44	4281	111042560
45	4316	112189440
46	4349	111947776
47	4385	112058368
48	4415	113545216
49	4447	115060736
50	4484	115879936
51	4518	115421184
Aggregation Count:	10
Timer Name	Value
CPU Time (ns):	9444033407
Wall Time (ms):	3384
CPU Cycles:	7759362175846088
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	4	32447283
2	289	34290892
3	524	35112550
4	763	35825664
5	971	36590387
6	1196	37171609
7	1409	37963776
8	1613	38613401
9	1789	39106969
10	1942	39640678
11	2045	40353792
12	2311	40742912
13	2430	41370185
14	2528	41828937
15	2630	42235026
16	2729	42813732
17	2823	43300571
18	2914	43718948
19	2997	44297069
20	3087	44938971
21	3154	45589650
22	3283	45835059
23	3345	46420787
24	3401	47127756
25	3460	47207219
26	3515	47776563
27	3568	48157491
28	3619	48530227
29	3668	49174937
30	3721	49550131
31	3761	50039193
32	3836	50353493
33	3873	50582869
34	3907	50812245
35	3942	51365205
36	3976	51813034
37	4006	51762517
38	4040	52170752
39	4077	52883456
40	4113	52976298
41	4147	53504682
42	4216	54261760
43	4246	54695936
44	4281	55521280
45	4316	56094720
46	4349	55973888
47	4385	56029184
48	4415	56772608
49	4447	57530368
50	4484	57939968
51	4518	57710592
Hits	Total
2011	2810
Percent Hit:	71.5658%
Fitness
0.998626
Real|Predicted
Cammeo|Cammeo	Cammeo|Osmancik	Osmancik|Osmancik	Osmancik|Cammeo
959	166	1051	632
GEN#	SUB#	μFGEN	FsBestGEN	FsWorstGEN	μTreeSzGEN	μTreeDpGEN	bTreeSzGEN	bTreeDpGEN	wTreeSzGEN	wTreeDpGEN	μFRUN	FsBestRUN	FsWorstRUN	μTreeSzRUN	μTreeDpRUN	bTreeSzRUN	bTreeDpRUN	wTreeSzRUN	wTreeDpRUN
0	0	0.95582	0.99826	0	17.542	3.3401	26	3	40	5	0.95582	0.99826	0	17.542	3.3401	26	3	40	5
1	0	0.99087	0.99842	0	15.4522	3.3951	25	4	46	6	0.97334	0.99842	0	16.4972	3.3676	25	4	40	5
2	0	0.99126	0.99848	0	14.8939	3.4696	24	4	34	6	0.97932	0.99848	0	15.9629	3.4014	24	4	40	5
3	0	0.99402	0.99851	0	14.4013	3.5134	27	4	37	6	0.98299	0.99851	0	15.5724	3.4295	27	4	40	5
